"","id","submitdate","lastpage","startlanguage","seed","G01Q01","G01Q02","G01Q03","G01Q04","G01Q05","G01Q06","G02Q07","G02Q26_SQ001","G02Q26_SQ002","G02Q26_SQ003","G02Q26_SQ004","G02Q26_SQ005","G02Q26_SQ006","G02Q26_other","G02Q27","G02Q27_other","G01Q08","G01Q09","G02Q10","G02Q10_comment","G02Q11","G02Q11_comment","G02Q12","G02Q13","G03Q14","G03Q14_comment","G03Q15","G03Q15_comment","G01Q16","G01Q16_comment","G03Q17","G03Q17_comment","G03Q18_SQ001","G03Q18_SQ002","G03Q18_SQ003","G03Q18_SQ004","G03Q18_SQ005","G03Q18_SQ006","G03Q18_SQ007","G03Q18_other","G01Q19_SQ001","G01Q19_SQ002","G01Q19_SQ003","G01Q19_SQ004","G01Q19_SQ005","G01Q19_SQ006","G01Q19_other","G04Q20","G04Q20_comment","G04Q21","G04Q21_comment","G01Q22_SQ001","G01Q22_SQ001comment","G01Q22_SQ002","G01Q22_SQ002comment","G01Q22_SQ003","G01Q22_SQ003comment","G01Q23","G01Q23_comment","G01Q24","G01Q24_comment","G01Q25","G01Q25_comment"
"391",688,"1980-01-01 00:00:00",4,"en","52811839","female","45 to 54 years","Medical doctor","Consultant","10 - 20","Germany","Resident","Yes","Yes","Yes","Not selected","Yes","Not selected",NA,"online via videoconference",NA,"24h prior to surgery","24h prior to surgery","Yes",NA,"Yes",NA,"Yes","No","Yes",NA,"No (please comment)",NA,"Yes",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","elderly people might not be confortable","Yes","Not selected","Yes","Yes","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18 years","Yes",NA,"Not selected",NA,"Yes",NA,"No",NA,"No",NA
"392",689,"1980-01-01 00:00:00",4,"en","581669935","male","45 to 54 years","Medical doctor","Other","10 - 20","Germany","Resident","Yes","Not selected","Yes","Not selected","Yes","Not selected",NA,"online via videoconference",NA,"24h prior to surgery","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"Yes","Yes","Different (please comment)","Only in Research Projekts so far","Different (please comment)","No Regulations so far","No",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Yes","Yes","Yes","Yes","Yes",NA,"Always both parents",NA,"Always both parents",NA,"Yes","18","Yes",NA,"Not selected",NA,"Different (please commment)","Ist is often done","Yes",NA,"Yes",NA
"393",690,"1980-01-01 00:00:00",4,"en","1043957392","female","34 or younger","Medical doctor","Resident","< 5","Germany","Resident","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","No","No (please comment)","no equipment (web camera, microphone, software)","No (please comment)","only when patients cannot consent themselves (e.g. dementia), but even then their legal advisor needs to fax a signed consent form","No",NA,"Yes",NA,"Not selected","Yes","Yes","Not selected","Not selected","Not selected","Yes",NA,"Yes","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"394",691,"1980-01-01 00:00:00",4,"en","439925693","male","55 to 64 years","Medical doctor","Consultant","> 20","Croatia","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes",NA,"Not selected",NA,"No",NA,"No",NA,"Yes",NA
"395",692,"1980-01-01 00:00:00",4,"en","1939762075","female","34 or younger","Medical doctor","Resident","5 - 10","Portugal","Resident","Yes","Not selected","Yes","Yes","Not selected","Not selected","Stop bang","in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","Different (please comment)",NA,"Different (please comment)",NA,"Different (please comment)",NA,"Yes",NA,"Yes","Not selected","Yes","Not selected","Not selected","Yes","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Yes","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Yes",NA,"Not selected",NA,"No",NA,"No",NA,"No",NA
"396",693,"1980-01-01 00:00:00",4,"en","1460053879","female","34 or younger","Medical doctor","Resident","< 5","Germany","Consultant","Yes","Yes","Yes","Not selected","Yes","Not selected",NA,"in person",NA,"2 days or more before surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)","No infrastructure","Yes",NA,"No",NA,"Different (please comment)","For some patients (ASA I, low risk surgery) yes. For high risk patients/surgeries not. ","Not selected","Yes","Not selected","Not selected","Not selected","Yes","Not selected","Impossible to do physical examination","Yes","Yes","Not selected","Not selected","Not selected","Yes",NA,"Always both parents",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes","But it still depends on the procedure, with high risk anesthesia always parent‘s consent necessary","Not selected",NA,"No",NA,"No",NA,"Different (please commment)","In some cases "
"397",694,"1980-01-01 00:00:00",4,"en","2014349195","male","34 or younger","Medical doctor","Consultant","5 - 10","Sweden","Consultant","Yes","Yes","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","I don´t know","No (please comment)",NA,"Different (please comment)",NA,"Different (please comment)",NA,"Different (please comment)",NA,"Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","Not selected","When needing a certain clinical examination it is not possible.","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Not selected",NA,"Not selected",NA,"Different (please commment)",NA,"Yes",NA,"Yes",NA
"398",695,"1980-01-01 00:00:00",4,"en","581466114","female","35 to 44 years","Medical doctor","Consultant","10 - 20","Greece","Resident","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"I don´t know the legal requirements","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"Yes",NA,"Yes","Not selected","Yes","Not selected","Yes","Not selected","Not selected","Poor communication with older patients, mistakes in the identity of the patients, lack of physical examination ","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present","Both if they are divorced ","Yes","18","Yes",NA,"Not selected",NA,"No",NA,"Yes",NA,"Yes",NA
"399",696,"1980-01-01 00:00:00",4,"en","1931888384","female","45 to 54 years","Medical doctor","Consultant","10 - 20","Spain","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery","Yes",NA,"Yes",NA,"Yes","No","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Yes","Not selected","Yes","Not selected",NA,"Just the one, who is present","If the parents are divorced/separated, both have to sign","Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"Yes",NA,"No",NA,"Yes",NA
"400",697,NA,1,"en","242080996","female","65 or older","Medical doctor","Consultant","> 20","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",698,"1980-01-01 00:00:00",4,"en","655276349","male","35 to 44 years","Medical doctor","Consultant","5 - 10","Austria","Resident","Yes","Not selected","Yes","Not selected","Yes","Yes",NA,"in person",NA,"24h prior to surgery but often its far less because of daily routine practice","24h prior to surgery but often its far less because of daily routine practice","Yes",NA,"Yes",NA,"Yes","Yes","Different (please comment)","testing systems for video calls, not routine yet","Different (please comment)","testing systems for video calls, not routine yet","Yes",NA,"Different (please comment)","most times yes, missing out on patients not aware of the seriousness of pre anesthesia. e.g. no operations yet. wheres the scar on your chest from? tripple bypass just 6 months ago, didnt think this to be important","Not selected","Yes","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Yes","Not selected","Yes","Yes","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","14","Yes","depends on anesthetists judgment","Not selected",NA,"Yes",NA,"No",NA,"Different (please commment)","we had cases where a parent didnt have the legal responsibility after divorce. it was very emotional and afterwards also a legal problem.  lots of work and no infrastructure yet for checking such information."
"402",699,NA,2,"en","837310238","female","35 to 44 years","Medical doctor","Consultant","5 - 10","Other","Consultant","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"in person",NA,"24h prior to surgery","Same day of the operation/procedure is sufficient enough","I do not know the legal requirements",NA,"I do not know the legal requirements",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",700,"1980-01-01 00:00:00",4,"en","630016625","male","45 to 54 years","Medical doctor","Consultant","> 20","Netherlands","Consultant","Yes","Yes","Yes","Not selected","Yes","Not selected","STOP BANG","in person",NA,"24h prior to surgery","24h prior to surgery but often its far less because of daily routine practice","Yes",NA,"Yes",NA,"Yes","No","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Not selected","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Not selected",NA,"Not selected",NA,"Yes",NA,"No",NA,"Yes",NA
"404",701,"1980-01-01 00:00:00",4,"en","2084435581","female","55 to 64 years","Medical doctor","Consultant","> 20","United Kingdom (UK)","Consultant","Yes","Not selected","Not selected","Not selected","Not selected","Not selected",NA,"via telefone",NA,"Same day of the operation/procedure is sufficient enough","Same day of the operation/procedure is sufficient enough","Yes","It is not clear whether you asking about consent for surgery, or consent for anaesthesia.","Yes",NA,"Yes","No","Yes",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes","Yes","Not selected","Not selected","Not selected","Not selected","Not selected","Cannot assess airway unless video contact","Yes","Yes","Yes","Yes","Not selected","Yes",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","16","Yes","at any age","Not selected",NA,"Yes",NA,"Yes","No id cards, but get verbal confirmation.","No","It is not the identity per se but the legal status as guardian etc."
"405",702,NA,2,"en","174683677","male","34 or younger","Medical doctor","Resident","< 5","Turkey","Resident","Yes","Not selected","Yes","Not selected","Yes","Not selected",NA,"in person",NA,"24h prior to surgery","2 days or more before surgery","No (please comment the reasons)",NA,"No (please comment the reasons)",NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",703,"1980-01-01 00:00:00",4,"en","1039343910","female","34 or younger","Medical doctor","Consultant","5 - 10","Greece","Resident","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,NA,"for minor operations and ASA I/II patients, otherwise in person","24h prior to surgery but often its far less because of daily routine practice","Same day of the operation/procedure is sufficient enough","No (please comment the reasons)","No available resources","No (please comment the reasons)","No available resourses","No","No","No (please comment)",NA,"No (please comment)",NA,"No",NA,"No",NA,"Not selected","Yes","Not selected","Yes","Not selected","Not selected","Not selected",NA,"Not selected","Not selected","Yes","Yes","Not selected","Not selected",NA,"Just the one, who is present",NA,"Just the one, who is present",NA,"Yes","18","Not selected",NA,"Not selected",NA,"No",NA,"No",NA,"Different (please commment)","It should be necessary but it might quite strange regarding social conventions "
"407",704,NA,2,"en","968320784","male","65 or older","other","Other","> 20","France","other","Yes","Yes","Not selected","Not selected","Not selected","Not selected",NA,"in person",NA,"2 days or more before surgery","2 days or more before surgery","No (please comment the reasons)","It has to be done in person","No (please comment the reasons)","It has to be done in person","No","I don´t know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",705,"1980-01-01 00:00:00",4,"en","265355781","male","34 or younger","Medical doctor","Consultant","5 - 10","Other","Resident","Yes","Not selected","Yes","Not selected","Yes","Not selected",NA,"in person",NA,"24h prior to surgery","24h prior to surgery but often its far less because of daily routine practice","No (please comment the reasons)","May be in times of covid,","No (please comment the reasons)",NA,"No","No","Yes",NA,"Yes",NA,"No",NA,"Yes",NA,"Yes","Yes","Yes","Not selected","Yes","Not selected","Yes",NA,"Yes","Not selected","Not selected","Not selected","Not selected","Not selected","During the pandemic, it can help, but in general setting, establishing a rapport with patients will be difficult..","Just the one, who is present",NA,"Just the one, who is present",NA,"Not selected",NA,"Yes",NA,"Not selected",NA,"Yes",NA,"No",NA,"Yes",NA
